name,institution,course_url,course_id,avg_rating,n_reviews,popularity_score,popularity_norm
Machine Learning,Stanford University,https://www.coursera.org/learn/machine-learning,machine-learning,4.7505223568742165,35895.0,49.82528912935702,0.9865363416335718
Technical Support Fundamentals,Google,https://www.coursera.org/learn/technical-support-fundamentals,technical-support-fundamentals,4.776182791132252,35319.0,50.01716365707868,0.9903354404032702
Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,https://www.coursera.org/learn/google-cbrs-cpi-training,google-cbrs-cpi-training,4.931034482758621,87.0,22.07790222311668,0.4371405218259755
Financial Markets,Yale University,https://www.coursera.org/learn/financial-markets-global,financial-markets-global,4.819466248037677,8918.0,43.83757154288109,0.8679800601605057
Programming for Everybody (Getting Started with Python),University of Michigan,https://www.coursera.org/learn/python,python,4.581781591401654,45218.0,49.1133660161244,0.9724403266193996
The Bits and Bytes of Computer Networking,Google,https://www.coursera.org/learn/computer-networking,computer-networking,4.6452454853273135,14176.0,44.40564919188475,0.8792279476370213
AI For Everyone,DeepLearning.AI,https://www.coursera.org/learn/ai-for-everyone,ai-for-everyone,4.843550624133148,21630.0,48.34775442360962,0.9572812844384129
Crash Course on Python,Google,https://www.coursera.org/learn/python-crash-course,python-crash-course,4.734439834024896,9399.0,43.312856965902434,0.857590757695438
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,4.775888111888112,35750.0,50.07200381808666,0.9914212707669423
What is Data Science?,IBM,https://www.coursera.org/learn/what-is-datascience,what-is-datascience,4.632664674918196,21087.0,46.12493792244596,0.9132697132564067
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,4.8064022446116565,7841.0,43.10020660045323,0.8533802991663836
Fundamentals of Project Planning and Management,University of Virginia,https://www.coursera.org/learn/uva-darden-project-management,uva-darden-project-management,4.771139705882353,3264.0,38.60336312639648,0.7643431939671108
Project Launch,"University of California, Irvine",https://www.coursera.org/learn/project-management,project-management,4.386792452830188,106.0,20.49873026438477,0.4058730559627462
"Brand Management: Aligning Business, Brand and Behaviour",London Business School,https://www.coursera.org/learn/brand,brand,4.897669706180345,2961.0,39.15011049138533,0.7751687436965571
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/learn/html-css-javascript-for-web-developers,html-css-javascript-for-web-developers,4.760450160771704,9330.0,43.51573891704492,0.8616078024805461
Excel Skills for Business: Essentials,Macquarie University,https://www.coursera.org/learn/excel-essentials,excel-essentials,4.895534327796339,21251.0,48.780113930047136,0.9658419646312358
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,https://www.coursera.org/learn/negotiation,negotiation,4.918815331010453,2870.0,39.16565231925752,0.7754764705212128
"Everyday Excel, Part 1",University of Colorado Boulder,https://www.coursera.org/learn/everyday-excel-part-1,everyday-excel-part-1,4.829021372328459,889.0,32.794953587720485,0.649337196066765
Learning How to Learn: Powerful mental tools to help you master tough subjects,University of California San Diego,https://www.coursera.org/learn/learning-how-to-learn,learning-how-to-learn,4.802138540213854,32265.0,49.85469458267391,0.9871185670224503
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,https://www.coursera.org/learn/gcp-fundamentals,gcp-fundamentals,4.716958393113343,17425.0,46.06448842255838,0.9120728184763714
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,https://www.coursera.org/learn/wharton-contagious-viral-marketing,wharton-contagious-viral-marketing,4.75952582557155,3543.0,38.899658410843415,0.7702098145340817
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,4.846628510105527,33546.0,50.50527489626284,1.0
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,private-equity,4.763448784082535,2714.0,37.662432800314654,0.745712856284275
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,https://www.coursera.org/learn/introduction-tensorflow,introduction-tensorflow,4.659183673469387,7350.0,41.478809608418445,0.8212767813582911
Operating Systems and You: Becoming a Power User,Google,https://www.coursera.org/learn/os-power-user,os-power-user,4.51353919239905,6315.0,39.49726551422468,0.7820423826095697
Tools for Data Science,IBM,https://www.coursera.org/learn/open-source-tools-for-data-science,open-source-tools-for-data-science,4.044048052420822,8241.0,36.46517446191604,0.7220072465067268
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",DeepLearning.AI,https://www.coursera.org/learn/deep-neural-network,deep-neural-network,4.818517896151907,17853.0,47.17320757412613,0.9340253601434557
Design and Interpretation of Clinical Trials,Johns Hopkins University,https://www.coursera.org/learn/clinical-trials,clinical-trials,4.727472527472528,1365.0,34.13065940290377,0.6757840537054335
Visual Elements of User Interface Design,California Institute of the Arts,https://www.coursera.org/learn/visual-elements-user-interface-design,visual-elements-user-interface-design,4.594099694811801,1966.0,34.842868687533056,0.6898857348880854
Management of Fashion and Luxury Companies,Università Bocconi,https://www.coursera.org/learn/mafash,mafash,4.7145038167938935,2620.0,37.10932671124073,0.7347614043773208
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,https://www.coursera.org/learn/pap,pap,4.867940085199945,7277.0,43.28869938990912,0.8571124398159109
Initiating and Planning Projects,"University of California, Irvine",https://www.coursera.org/learn/project-planning,project-planning,4.71588132635253,8595.0,42.72141537683344,0.8458802662609531
Computational Thinking for Problem Solving,University of Pennsylvania,https://www.coursera.org/learn/computational-thinking-problem-solving,computational-thinking-problem-solving,4.687224669603524,681.0,30.58427998213852,0.6055660531490665
Agile with Atlassian Jira,Atlassian,https://www.coursera.org/learn/agile-atlassian-jira,agile-atlassian-jira,4.668542199488491,1955.0,35.38127932244419,0.7005462180953745
Fundamentals of Graphic Design,California Institute of the Arts,https://www.coursera.org/learn/fundamentals-of-graphic-design,fundamentals-of-graphic-design,4.793112085159675,7985.0,43.06824639864765,0.8527474899821703
Introduction to User Experience Design,Georgia Institute of Technology,https://www.coursera.org/learn/user-experience-design,user-experience-design,4.472292831723436,1967.0,33.921326265253946,0.6716392759949905
Introduction to Marketing,University of Pennsylvania,https://www.coursera.org/learn/wharton-marketing,wharton-marketing,4.731428571428571,5250.0,40.53023952966941,0.8024951772447131
Python for Data Science and AI,IBM,https://www.coursera.org/learn/python-for-applied-data-science-ai,python-for-applied-data-science-ai,4.313180623357116,7989.0,38.75800833691365,0.7674051555312208
Marketing Analytics,University of Virginia,https://www.coursera.org/learn/uva-darden-market-analytics,uva-darden-market-analytics,4.650664697193501,4062.0,38.64552098525459,0.7651779158638771
Natural Language Processing with Classification and Vector Spaces,DeepLearning.AI,https://www.coursera.org/learn/classification-vector-spaces-in-nlp,classification-vector-spaces-in-nlp,4.352112676056338,852.0,29.37136197429477,0.5815503832940847
Fundamentals of Quantitative Modeling,University of Pennsylvania,https://www.coursera.org/learn/wharton-quantitative-modeling,wharton-quantitative-modeling,4.565217391304348,3588.0,37.36917537263038,0.7399063850139648
How to Manage a Remote Team,GitLab,https://www.coursera.org/learn/remote-team-management,remote-team-management,5.0,15.0,13.862943611198906,0.27448506397942013
Mathematics for Machine Learning: Linear Algebra,Imperial College London,https://www.coursera.org/learn/linear-algebra-machine-learning,linear-algebra-machine-learning,4.605603905752494,4711.0,38.95358863012436,0.7712776281316063
Introduction to Data Science in Python,University of Michigan,https://www.coursera.org/learn/python-data-analysis,python-data-analysis,4.247900923593619,14292.0,40.64189907372855,0.8047060263944008
Customer Analytics,University of Pennsylvania,https://www.coursera.org/learn/wharton-customer-analytics,wharton-customer-analytics,4.447023208879919,5946.0,38.64748742875576,0.7652168512722123
English for Career Development,University of Pennsylvania,https://www.coursera.org/learn/careerdevelopment,careerdevelopment,4.853892215568862,7515.0,43.31996560268467,0.85773150807838
SQL for Data Science,"University of California, Davis",https://www.coursera.org/learn/sql-for-data-science,sql-for-data-science,4.506682161533992,5163.0,38.52972930171553,0.7628852507159911
Write Professional Emails in English,Georgia Institute of Technology,https://www.coursera.org/learn/professional-emails-english,professional-emails-english,4.817436831322558,8786.0,43.74728181493251,0.8661923314899055
System Administration and IT Infrastructure Services,Google,https://www.coursera.org/learn/system-administration-it-infrastructure-services,system-administration-it-infrastructure-services,4.656901408450704,5325.0,39.95787085343463,0.7911623278065026
Introduction to Social Media Marketing,Facebook,https://www.coursera.org/learn/social-media-marketing-introduction,social-media-marketing-introduction,4.886363636363637,132.0,23.89602414926539,0.47313917602364314
Forensic Accounting and Fraud Examination,West Virginia University,https://www.coursera.org/learn/forensic-accounting,forensic-accounting,4.725230645808264,2493.0,36.95906780068472,0.7317862911665792
Digital Product Management: Modern Fundamentals,University of Virginia,https://www.coursera.org/learn/uva-darden-digital-product-management,uva-darden-digital-product-management,4.7115659209900045,2101.0,36.04651614215794,0.7137178486048636
Data Science Math Skills,Duke University,https://www.coursera.org/learn/datasciencemathskills,datasciencemathskills,4.481234866828087,4956.0,38.12883780468905,0.7549476343412678
Structuring Machine Learning Projects,DeepLearning.AI,https://www.coursera.org/learn/machine-learning-projects,machine-learning-projects,4.711857292759706,14295.0,45.08180220276079,0.8926157177712271
The Strategy of Content Marketing,"University of California, Davis",https://www.coursera.org/learn/content-marketing,content-marketing,4.466124661246613,2214.0,34.40259257649264,0.6811683066205481
Introduction to Cybersecurity Tools & Cyber Attacks,IBM,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,introduction-cybersecurity-cyber-attacks,4.265541740674956,3378.0,34.658955969350565,0.6862442792468628
The Data Scientist’s Toolbox,Johns Hopkins University,https://www.coursera.org/learn/data-scientists-tools,data-scientists-tools,4.490623934538016,17598.0,43.89853148474706,0.8691870616468094
Convolutional Neural Networks in TensorFlow,DeepLearning.AI,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,convolutional-neural-networks-tensorflow,4.468628299437473,2311.0,34.61340597536337,0.6853423933729466
Convolutional Neural Networks,DeepLearning.AI,https://www.coursera.org/learn/convolutional-neural-networks,convolutional-neural-networks,3.8819277108433736,3735.0,31.931847609038098,0.6322477736162349
Using Python to Access Web Data,University of Michigan,https://www.coursera.org/learn/python-network-data,python-network-data,4.717531955183841,19011.0,46.48101979486428,0.9203201030057885
Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,https://www.coursera.org/learn/systematic-review,systematic-review,4.847051198963059,1543.0,35.587688407675394,0.7046330998251574
Organizational Analysis,Stanford University,https://www.coursera.org/learn/organizational-analysis,organizational-analysis,,,0.0,0.0
Communication Strategies for a Virtual Age,University of Toronto,https://www.coursera.org/learn/communication-strategies-virtual-age,communication-strategies-virtual-age,4.877777777777778,2430.0,38.02743834138643,0.7529399338879806
Managing the Company of the Future,London Business School,https://www.coursera.org/learn/company-future-management,company-future-management,4.836814621409921,2298.0,37.43805533844332,0.7412702022776945
Finance for Non-Finance Professionals,Rice University,https://www.coursera.org/learn/finance-for-non-finance,finance-for-non-finance,4.814516129032258,1116.0,33.79020866164768,0.6690431589779943
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,https://www.coursera.org/learn/site-reliability-engineering-slos,site-reliability-engineering-slos,4.254278728606357,409.0,25.594409432457542,0.5067670552239962
Data Science Methodology,IBM,https://www.coursera.org/learn/data-science-methodology,data-science-methodology,4.330518697225573,4974.0,36.86215745722288,0.7298674748912318
Introduction to Financial Accounting,University of Pennsylvania,https://www.coursera.org/learn/wharton-accounting,wharton-accounting,4.776857490864799,4105.0,39.74443165747241,0.786936250502684
Marketing in a Digital World,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/marketing-digital,marketing-digital,4.733581494283436,11283.0,44.16971669954427,0.8745565050436469
Principles of Sustainable Finance,Erasmus University Rotterdam,https://www.coursera.org/learn/sustainable-finance,sustainable-finance,4.909090909090909,132.0,24.007168447634065,0.47533982335398567
Financial Engineering and Risk Management Part I,Columbia University,https://www.coursera.org/learn/financial-engineering-1,financial-engineering-1,4.4119127516778525,1192.0,31.254988887426965,0.6188460304715556
Business Metrics for Data-Driven Companies,Duke University,https://www.coursera.org/learn/analytics-business-metrics,analytics-business-metrics,4.601558809636278,4234.0,38.42825542793093,0.7608760769417066
Python Basics,University of Michigan,https://www.coursera.org/learn/python-basics,python-basics,4.811849244757296,6819.0,42.47715137182583,0.8410438604496924
IT Security: Defense against the digital dark arts,Google,https://www.coursera.org/learn/it-security,it-security,4.7608391608391605,4290.0,39.82096837665895,0.788451670809647
An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,https://www.coursera.org/learn/neuromarketing,neuromarketing,4.744525547445256,1370.0,34.271110888434336,0.67856498076343
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,https://www.coursera.org/learn/algorithms-divide-conquer,algorithms-divide-conquer,,,0.0,0.0
Using Python to Interact with the Operating System,Google,https://www.coursera.org/learn/python-operating-system,python-operating-system,4.614047791455467,1381.0,33.365503831698454,0.660634040706258
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/cs-fundamentals-1,cs-fundamentals-1,4.636898920510304,1019.0,32.12238577739455,0.6360204125880613
Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,gcp-big-data-ml-fundamentals,4.569328760411563,6123.0,39.84441316889155,0.7889158756334154
Databases and SQL for Data Science,IBM,https://www.coursera.org/learn/sql-data-science,sql-data-science,4.386113463166808,3543.0,35.84775494897151,0.7097823944647826
Natural Language Processing in TensorFlow,DeepLearning.AI,https://www.coursera.org/learn/natural-language-processing-tensorflow,natural-language-processing-tensorflow,4.236006051437216,1983.0,32.16344448708848,0.6368333714280691
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,https://www.coursera.org/learn/advanced-valuation-and-strategy,advanced-valuation-and-strategy,4.629072681704261,399.0,27.73492485841715,0.5491490723569827
Natural Language Processing with Probabilistic Models,DeepLearning.AI,https://www.coursera.org/learn/probabilistic-models-in-nlp,probabilistic-models-in-nlp,4.555555555555555,297.0,25.953425882969064,0.5138755493614687
IBM Customer Engagement Specialist Professional Certificate,IBM,https://www.coursera.org/learn/ibm-customer-engagement-specialist,ibm-customer-engagement-specialist,4.860377358490566,530.0,30.49771125796082,0.6038520000257935
Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,camino-excelencia-gestion-proyectos,4.552770448548813,4548.0,38.34644987311884,0.7592563341528571
Introduction to HTML5,University of Michigan,https://www.coursera.org/learn/html,html,3.995149555375909,3711.0,32.837436989558526,0.6501783636858959
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",https://www.coursera.org/learn/wine,wine,4.277777777777778,198.0,22.643581750210327,0.44834092669963566
Excel Skills for Business: Intermediate I,Macquarie University,https://www.coursera.org/learn/excel-intermediate-1,excel-intermediate-1,4.913308341143392,6402.0,43.06279860417274,0.8526396241308092
"Programming Foundations with JavaScript, HTML and CSS",Duke University,https://www.coursera.org/learn/duke-programming-web,duke-programming-web,4.5482014388489205,6255.0,39.75717632822113,0.7871885938623606
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,https://www.coursera.org/learn/build-a-computer,build-a-computer,4.924654268001907,2097.0,37.66739904651936,0.7458111875222477
Food & Beverage Management,Università Bocconi,https://www.coursera.org/learn/food-beverage-management,food-beverage-management,4.799682034976152,1887.0,36.20531356709657,0.7168620236492484
Data Analysis with Python,IBM,https://www.coursera.org/learn/data-analysis-with-python,data-analysis-with-python,4.457589285714286,4928.0,37.90239763212196,0.7504641388443678
Project Planning,"University of California, Irvine",https://www.coursera.org/learn/project-planning-1,project-planning-1,4.35,60.0,17.882301309153902,0.3540679928162734
Agile Meets Design Thinking,University of Virginia,https://www.coursera.org/learn/uva-darden-getting-started-agile,uva-darden-getting-started-agile,4.789983844911147,1857.0,36.055434250312224,0.713894426361793
AWS Fundamentals: Going Cloud-Native,Amazon Web Services,https://www.coursera.org/learn/aws-fundamentals-going-cloud-native,aws-fundamentals-going-cloud-native,4.686307519640853,5346.0,40.228627159235046,0.796523278842935
Construction Project Management,Columbia University,https://www.coursera.org/learn/construction-project-management,construction-project-management,4.79750903977501,2489.0,37.51670294581236,0.7428274179849762
Machine Learning with Python,IBM,https://www.coursera.org/learn/machine-learning-with-python,machine-learning-with-python,4.515873015873016,4536.0,38.023746889911074,0.7528668434735053
Data Management for Clinical Research,Vanderbilt University,https://www.coursera.org/learn/clinical-data-management,clinical-data-management,4.76885043263288,809.0,31.937154669341528,0.632352852943381
Foundations of Data Science: K-Means Clustering in Python,University of London,https://www.coursera.org/learn/data-science-k-means-clustering-python,data-science-k-means-clustering-python,4.684210526315789,228.0,25.45269780612249,0.5039611774889255
Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/instructional-design-foundations-applications,instructional-design-foundations-applications,3.6666666666666665,189.0,19.23908826458845,0.38093225517741025
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,https://www.coursera.org/learn/speak-english-professionally,speak-english-professionally,4.765037593984962,6384.0,41.74986213921604,0.8266435976236086
Essential Google Cloud Infrastructure: Foundation,Google Cloud,https://www.coursera.org/learn/gcp-infrastructure-foundation,gcp-infrastructure-foundation,4.727941176470588,4352.0,39.6136250604274,0.7843462913882413
Introduction to Artificial Intelligence (AI),IBM,https://www.coursera.org/learn/introduction-to-ai,introduction-to-ai,4.765455531453362,3688.0,39.13921380430087,0.7749529902508657
International Leadership and Organizational Behavior,Università Bocconi,https://www.coursera.org/learn/organizational-behavior,organizational-behavior,4.844660194174757,1236.0,34.49613341576555,0.6830204070093697
Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,https://www.coursera.org/learn/sdgbusiness,sdgbusiness,4.873239436619718,213.0,26.149685932360004,0.5177614810744245
Devenir entrepreneur du changement,HEC Paris,https://www.coursera.org/learn/entrepreneur-changement,entrepreneur-changement,4.7561436672967865,529.0,29.834704250416177,0.5907245196010963
Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity,wharton-entrepreneurship-opportunity,4.801242236024844,1932.0,36.33017648713068,0.7193342984817402
Circular Economy - Sustainable Materials Management,Delft University of Technology,https://www.coursera.org/learn/circular-economy,circular-economy,,,0.0,0.0
R Programming,Johns Hopkins University,https://www.coursera.org/learn/r-programming,r-programming,4.238336713995944,11832.0,39.74986610055789,0.7870438519977088
Economics of Money and Banking,Columbia University,https://www.coursera.org/learn/money-banking,money-banking,4.955719557195572,813.0,33.213036057348376,0.6576151921867074
The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",https://www.coursera.org/learn/principles-of-macroeconomics,principles-of-macroeconomics,4.639502762430939,1448.0,33.76921908460659,0.6686275671990325
Behavioral Finance,Duke University,https://www.coursera.org/learn/duke-behavioral-finance,duke-behavioral-finance,4.093023255813954,1677.0,30.39216251434369,0.601762144187291
Project Execution,"University of California, Irvine",https://www.coursera.org/learn/project-execution,project-execution,3.928571428571429,42.0,14.77614331165328,0.29256633771429386
Microeconomics Principles,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/microeconomics,microeconomics,4.820487804878049,1025.0,33.42248114159557,0.6617621864299303
Design Thinking for Innovation,University of Virginia,https://www.coursera.org/learn/uva-darden-design-thinking-innovation,uva-darden-design-thinking-innovation,4.677365799667958,5421.0,40.21702030661615,0.7962934641821349
Financial Accounting Fundamentals,University of Virginia,https://www.coursera.org/learn/uva-darden-financial-accounting,uva-darden-financial-accounting,4.841791044776119,1005.0,33.474871590358234,0.6627995127066464
Understanding Clinical Research: Behind the Statistics,University of Cape Town,https://www.coursera.org/learn/clinical-research,clinical-research,4.812720848056537,1698.0,35.79603164564372,0.7087582776089882
Fashion as Design,The Museum of Modern Art,https://www.coursera.org/learn/fashion-design,fashion-design,4.841673502871206,1219.0,34.40786663237616,0.6812727324630835
Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,https://www.coursera.org/learn/teamwork-skills-effective-communication,teamwork-skills-effective-communication,4.781685870224378,1649.0,35.425265930845434,0.7014171490722199
International Organizations Management,University of Geneva,https://www.coursera.org/learn/international-organizations-management,international-organizations-management,4.837037037037037,810.0,32.39977066175826,0.6415126088969312
Marketing Digital,Universidade de São Paulo,https://www.coursera.org/learn/estrategia-marketing-digital,estrategia-marketing-digital,4.798927613941019,1119.0,33.69367371602564,0.6671317755468512
"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,excel-vba-for-creative-problem-solving-part-1,4.859037328094303,2036.0,37.02213958090952,0.7330351068666094
Introduction to Probability and Data with R,Duke University,https://www.coursera.org/learn/probability-intro,probability-intro,4.62962962962963,2916.0,36.93662486049871,0.7313419229252003
Understanding and Visualizing Data with Python,University of Michigan,https://www.coursera.org/learn/understanding-visualization-data,understanding-visualization-data,4.635391923990499,842.0,31.22848222931264,0.6183212009726811
Fundamentals of Visualization with Tableau,"University of California, Davis",https://www.coursera.org/learn/data-visualization-tableau,data-visualization-tableau,4.355434782608696,2760.0,34.50962639696101,0.6832875668500631
Getting Started with SAS Programming,SAS,https://www.coursera.org/learn/sas-programming-basics,sas-programming-basics,4.874587458745874,909.0,33.21273159563562,0.6576091638715782
Machine Learning for All,University of London,https://www.coursera.org/learn/uol-machine-learning-for-all,uol-machine-learning-for-all,4.69271758436945,1689.0,34.878547460953875,0.690592171463158
Using Databases with Python,University of Michigan,https://www.coursera.org/learn/python-databases,python-databases,4.705329949238578,7880.0,42.21720879253764,0.8358970202469193
Sports Marketing,Northwestern University,https://www.coursera.org/learn/sports-marketing,sports-marketing,4.659722222222222,432.0,28.28795149645605,0.5600989511404328
Introduction to Programming with MATLAB,Vanderbilt University,https://www.coursera.org/learn/matlab,matlab,4.825731398295324,8682.0,43.76514857618416,0.8665460917909503
Preparing to Manage Human Resources,University of Minnesota,https://www.coursera.org/learn/managing-human-resources,managing-human-resources,4.855762594893029,4347.0,40.67901152700095,0.805440849704414
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,https://www.coursera.org/learn/google-cloud-java-spring,google-cloud-java-spring,4.019027484143764,473.0,24.7620615614003,0.4902866405986552
Google Cloud Product Fundamentals,Google Cloud,https://www.coursera.org/learn/google-cloud-product-fundamentals,google-cloud-product-fundamentals,4.7,270.0,26.329958458134595,0.5213308612261982
Engineering Health: Introduction to Yoga and Physiology,New York University,https://www.coursera.org/learn/engineering-health-yoga-physiology,engineering-health-yoga-physiology,4.581818181818182,165.0,23.422198593924527,0.4637574717102998
AI for Medical Diagnosis,DeepLearning.AI,https://www.coursera.org/learn/ai-for-medical-diagnosis,ai-for-medical-diagnosis,4.602346805736636,767.0,30.577024456338048,0.6054223943764854
Natural Language Processing with Sequence Models,DeepLearning.AI,https://www.coursera.org/learn/sequence-models-in-nlp,sequence-models-in-nlp,3.967741935483871,186.0,20.755689028164973,0.4109608168809472
Innovation Management,Erasmus University Rotterdam,https://www.coursera.org/learn/innovation-management,innovation-management,4.721014492753623,828.0,31.72625674688873,0.6281770926314932
The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",https://www.coursera.org/learn/people-management,people-management,4.68107302533532,1342.0,33.71618303767435,0.667577458135352
Essential Google Cloud Infrastructure: Core Services,Google Cloud,https://www.coursera.org/learn/gcp-infrastructure-core-services,gcp-infrastructure-core-services,4.665283540802213,2169.0,35.84095891031935,0.7096478334973169
Weight Management: Beyond Balancing Calories,Emory University,https://www.coursera.org/learn/weight-management-beyond-balancing-calories,weight-management-beyond-balancing-calories,4.778481012658228,474.0,29.451282766114897,0.583132807941496
Java Programming: Solving Problems with Software,Duke University,https://www.coursera.org/learn/java-programming,java-programming,4.495421245421245,3276.0,36.38901284932462,0.7204992532773491
"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,https://www.coursera.org/learn/competencias-digitales-ofimatica,competencias-digitales-ofimatica,4.772351615326822,2662.0,37.6405326349287,0.7452792349361893
People Analytics,University of Pennsylvania,https://www.coursera.org/learn/wharton-people-analytics,wharton-people-analytics,4.523022432113341,2541.0,35.463691164878334,0.7021779653258057
UX Design Fundamentals,California Institute of the Arts,https://www.coursera.org/learn/ux-design-fundamentals,ux-design-fundamentals,4.791376912378303,719.0,31.52367235796217,0.6241659395520839
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,https://www.coursera.org/learn/investment-management,investment-management,4.604651162790698,301.0,26.29452440558661,0.5206292701028796
Introduction to Data Analysis Using Excel,Rice University,https://www.coursera.org/learn/excel-data-analysis,excel-data-analysis,4.709333333333333,4500.0,39.61517041662752,0.7843768893050588
Mind Control: Managing Your Mental Health During COVID-19,University of Toronto,https://www.coursera.org/learn/manage-health-covid-19,manage-health-covid-19,4.838876570583888,4059.0,40.20592663691394,0.7960738104979406
Politics and Economics of International Energy,Sciences Po,https://www.coursera.org/learn/global-energy,global-energy,4.721111111111111,900.0,32.120104266197586,0.6359752388670659
Continuous Delivery & DevOps,University of Virginia,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,uva-darden-continous-delivery-devops,4.548523206751055,711.0,29.87505480380637,0.5915234570085864
Business Model Innovation,HEC Paris,https://www.coursera.org/learn/business-model,business-model,4.698630136986301,219.0,25.342660936970685,0.5017824571596565
Introduction to User Experience Principles and Processes,University of Michigan,https://www.coursera.org/learn/introtoux-principles-and-processes,introtoux-principles-and-processes,4.785063752276867,549.0,30.19336123297096,0.5978258963046478
Process Mining: Data science in Action,Eindhoven University of Technology,https://www.coursera.org/learn/process-mining,process-mining,4.785992217898833,514.0,29.884534193838117,0.5917111480973136
Introduction to Corporate Finance,University of Pennsylvania,https://www.coursera.org/learn/wharton-finance,wharton-finance,4.443579766536965,2313.0,34.423225605660065,0.6815768387829768
Algorithmic Toolbox,University of California San Diego,https://www.coursera.org/learn/algorithmic-toolbox,algorithmic-toolbox,4.529933481152994,5412.0,38.941839289814254,0.7710449922270549
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,https://www.coursera.org/learn/crash-course-in-causality,crash-course-in-causality,4.655555555555556,270.0,26.080975399428837,0.516401018566849
English for Business and Entrepreneurship,University of Pennsylvania,https://www.coursera.org/learn/business,business,4.8758465011286685,2658.0,38.44948904082376,0.761296500609065
Natural Language Processing with Attention Models,DeepLearning.AI,https://www.coursera.org/learn/attention-models-in-nlp,attention-models-in-nlp,3.326530612244898,49.0,13.013464283363016,0.257665448016915
Data Visualization with Python,IBM,https://www.coursera.org/learn/python-for-data-visualization,python-for-data-visualization,4.057674702471773,3277.0,32.846831105420286,0.6503643663535589
Data-driven Decision Making,PwC,https://www.coursera.org/learn/decision-making,decision-making,4.517316017316017,2772.0,35.81185863679681,0.70907165064152
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,https://www.coursera.org/learn/fe-exam,fe-exam,4.430051813471502,386.0,26.39613011678997,0.5226410542464578
Managerial Accounting Fundamentals,University of Virginia,https://www.coursera.org/learn/uva-darden-managerial-accounting,uva-darden-managerial-accounting,4.87012987012987,231.0,26.526318368504757,0.5252187701777579
International Security Management,Erasmus University Rotterdam,https://www.coursera.org/learn/international-security-management,international-security-management,4.610169491525424,177.0,23.888900435244867,0.4729981271127095
Getting Started with AWS Machine Learning,Amazon Web Services,https://www.coursera.org/learn/aws-machine-learning,aws-machine-learning,4.405187835420394,3354.0,35.762226939466444,0.7080889474004761
